0.28276,-0.43862,1.6562,-0.80139,0.81875,0.37049,-1.0278,0.26626
0.17977,-0.38625,1.5663,-0.7665,0.7573,0.37057,-0.97065,0.26389
0.076843,-0.33338,1.476,-0.73028,0.69587,0.3697,-0.91336,0.26074
-0.025981,-0.28007,1.3852,-0.69278,0.63448,0.36791,-0.85597,0.25684
-0.12865,-0.22643,1.2939,-0.65408,0.57315,0.36524,-0.79848,0.25222
-0.23111,-0.17252,1.2023,-0.61422,0.51188,0.36173,-0.74091,0.24693
-0.3333,-0.11845,1.1103,-0.57327,0.45069,0.3574,-0.68326,0.241
-0.43519,-0.064288,1.018,-0.5313,0.38961,0.3523,-0.62554,0.23448
-0.53671,-0.010129,0.92542,-0.48837,0.32863,0.34646,-0.56779,0.2274
-0.63781,0.043943,0.83259,-0.44456,0.26778,0.33993,-0.50999,0.21981
-0.73843,0.097841,0.73955,-0.39992,0.20707,0.33274,-0.45217,0.21175
-0.83852,0.15148,0.64635,-0.35453,0.14651,0.32493,-0.39435,0.20327
-0.93803,0.20477,0.55302,-0.30847,0.086127,0.31655,-0.33652,0.1944
-1.0369,0.25764,0.4596,-0.26179,0.025927,0.30763,-0.27872,0.18519
-1.135,0.30999,0.36613,-0.21459,-0.034073,0.29822,-0.22095,0.17569
-1.2324,0.36174,0.27266,-0.16693,-0.093857,0.28836,-0.16322,0.16594
-1.329,0.4128,0.17922,-0.11888,-0.15341,0.2781,-0.10555,0.15598
-1.4247,0.46311,0.08586,-0.070533,-0.21271,0.26748,-0.047966,0.14586
-1.5195,0.51256,-0.007379,-0.021953,-0.27175,0.25654,0.0095291,0.13562
-1.6132,0.56109,-0.10045,0.02678,-0.33051,0.24533,0.066916,0.12531
-1.7059,0.60862,-0.19332,0.075587,-0.38896,0.2339,0.12418,0.11498
-1.7975,0.65506,-0.28593,0.12439,-0.4471,0.22228,0.18129,0.10465
-1.8878,0.70034,-0.37824,0.17312,-0.50491,0.21052,0.23825,0.094392
-1.977,0.74439,-0.4702,0.22168,-0.56236,0.19868,0.29503,0.084232
-2.0648,0.78714,-0.56177,0.27001,-0.61943,0.18678,0.35161,0.074217
-2.1512,0.82852,-0.6529,0.31803,-0.67612,0.17488,0.40797,0.06439
-2.2362,0.86845,-0.74354,0.36565,-0.73238,0.16302,0.46409,0.054791
-2.3197,0.90687,-0.83364,0.41281,-0.78822,0.15124,0.51995,0.045463
-2.4016,0.94372,-0.92315,0.45942,-0.8436,0.13959,0.57553,0.036443
-2.4819,0.97893,-1.012,0.50541,-0.8985,0.12811,0.63081,0.027772
-2.5605,1.0124,-1.1002,0.55071,-0.9529,0.11684,0.68576,0.019486
-2.6374,1.0442,-1.1876,0.59524,-1.0068,0.10582,0.74036,0.011624
-2.7124,1.0742,-1.2743,0.63893,-1.0601,0.095087,0.79459,0.0042202
-2.7855,1.1023,-1.3601,0.6817,-1.1129,0.084688,0.84842,-0.0026906
-2.8567,1.1285,-1.445,0.7235,-1.165,0.074659,0.90183,-0.0090752
-2.9259,1.1528,-1.5289,0.76423,-1.2166,0.065036,0.95478,-0.014902
-2.993,1.175,-1.6119,0.80385,-1.2675,0.055855,1.0073,-0.02014
-3.058,1.1953,-1.6938,0.84228,-1.3177,0.047153,1.0592,-0.024761
-3.1208,1.2135,-1.7745,0.87946,-1.3672,0.038962,1.1107,-0.028737
-3.1814,1.2295,-1.8541,0.91532,-1.4161,0.031315,1.1615,-0.032043
-3.2396,1.2435,-1.9325,0.94981,-1.4641,0.024243,1.2118,-0.034654
-3.2955,1.2553,-2.0096,0.98286,-1.5114,0.017776,1.2615,-0.036548
-3.3489,1.2649,-2.0853,1.0144,-1.5578,0.011942,1.3105,-0.037704
-3.3999,1.2723,-2.1597,1.0444,-1.6035,0.0067681,1.3588,-0.038103
-3.4483,1.2776,-2.2325,1.0728,-1.6482,0.0022791,1.4064,-0.037729
-3.4942,1.2806,-2.3039,1.0996,-1.6921,-0.0015015,1.4533,-0.036566
-3.5374,1.2813,-2.3738,1.1247,-1.735,-0.004552,1.4994,-0.034601
-3.5779,1.2798,-2.442,1.148,-1.777,-0.0068523,1.5447,-0.031822
-3.6157,1.2761,-2.5085,1.1696,-1.8179,-0.0083843,1.5891,-0.02822
-3.6507,1.2702,-2.5733,1.1893,-1.8579,-0.0091316,1.6326,-0.023787
-3.6829,1.262,-2.6363,1.2071,-1.8968,-0.0090797,1.6752,-0.018518
-3.7122,1.2516,-2.6974,1.2231,-1.9346,-0.0082159,1.7169,-0.012411
-3.7386,1.239,-2.7567,1.2371,-1.9713,-0.0065296,1.7576,-0.0054619
-3.7621,1.2243,-2.814,1.2492,-2.0069,-0.0040121,1.7973,0.002327
-3.7825,1.2073,-2.8693,1.2593,-2.0413,-0.00065648,1.8359,0.010953
-3.8,1.1882,-2.9226,1.2674,-2.0744,0.0035419,1.8734,0.020413
-3.8144,1.167,-2.9737,1.2734,-2.1064,0.0085857,1.9098,0.030698
-3.8257,1.1437,-3.0227,1.2775,-2.137,0.014476,1.9451,0.041801
-3.8338,1.1184,-3.0694,1.2794,-2.1664,0.02121,1.9791,0.05371
-3.8389,1.0911,-3.1139,1.2793,-2.1944,0.028787,2.0119,0.066414
-3.8407,1.0618,-3.1561,1.2772,-2.2211,0.037199,2.0435,0.079896
-3.8394,1.0305,-3.1959,1.2729,-2.2463,0.046439,2.0738,0.094141
-3.8349,0.99743,-3.2333,1.2666,-2.2702,0.056498,2.1027,0.10913
-3.8272,0.96252,-3.2683,1.2582,-2.2925,0.067365,2.1302,0.12484
-3.8162,0.92584,-3.3007,1.2477,-2.3134,0.079025,2.1564,0.14126
-3.802,0.88746,-3.3306,1.2352,-2.3328,0.091462,2.1811,0.15835
-3.7845,0.84744,-3.358,1.2207,-2.3506,0.10466,2.2043,0.17609
-3.7638,0.80584,-3.3827,1.2041,-2.3669,0.1186,2.2261,0.19445
-3.7398,0.76273,-3.4047,1.1855,-2.3816,0.13325,2.2463,0.21341
-3.7126,0.71819,-3.4241,1.1649,-2.3946,0.1486,2.265,0.23292
-3.6821,0.67229,-3.4408,1.1424,-2.406,0.16462,2.282,0.25297
-3.6484,0.6251,-3.4546,1.1179,-2.4157,0.18129,2.2975,0.27352
-3.6115,0.5767,-3.4657,1.0915,-2.4237,0.19856,2.3113,0.29452
-3.5713,0.52718,-3.474,1.0633,-2.43,0.21642,2.3234,0.31594
-3.5279,0.47662,-3.4794,1.0333,-2.4345,0.23482,2.3338,0.33774
-3.4814,0.4251,-3.482,1.0014,-2.4373,0.25373,2.3425,0.35989
-3.4316,0.37271,-3.4817,0.96788,-2.4382,0.27313,2.3494,0.38234
-3.3788,0.31955,-3.4784,0.93264,-2.4374,0.29296,2.3545,0.40505
-3.3228,0.2657,-3.4723,0.89577,-2.4348,0.31319,2.3579,0.42797
-3.2638,0.21126,-3.4632,0.85732,-2.4303,0.33378,2.3594,0.45105
-3.2017,0.15633,-3.4511,0.81735,-2.4239,0.35468,2.3591,0.47427
-3.1366,0.101,-3.4361,0.77592,-2.4157,0.37586,2.3569,0.49755
-3.0685,0.04537,-3.4181,0.7331,-2.4056,0.39726,2.3528,0.52087
-2.9975,-0.010461,-3.3971,0.68894,-2.3935,0.41884,2.3469,0.54416
-2.9236,-0.066392,-3.3732,0.64352,-2.3796,0.44055,2.339,0.56738
-2.8469,-0.12232,-3.3463,0.5969,-2.3638,0.46234,2.3293,0.59049
-2.7674,-0.17815,-3.3164,0.54917,-2.346,0.48416,2.3176,0.61342
-2.6852,-0.23377,-3.2835,0.50039,-2.3263,0.50597,2.3039,0.63612
-2.6003,-0.28908,-3.2477,0.45065,-2.3046,0.5277,2.2883,0.65856
-2.5127,-0.34398,-3.2089,0.40002,-2.281,0.5493,2.2707,0.68066
-2.4226,-0.39837,-3.1672,0.34859,-2.2555,0.57073,2.2512,0.70239
-2.33,-0.45213,-3.1226,0.29643,-2.228,0.59192,2.2297,0.72368
-2.235,-0.50518,-3.0751,0.24364,-2.1985,0.61283,2.2062,0.74449
-2.1376,-0.5574,-3.0247,0.19031,-2.1672,0.63339,2.1808,0.76476
-2.0379,-0.60869,-2.9714,0.13651,-2.1338,0.65354,2.1534,0.78444
-1.9359,-0.65896,-2.9153,0.082348,-2.0986,0.67324,2.124,0.80347
-1.8319,-0.70811,-2.8565,0.027906,-2.0614,0.69243,2.0927,0.82181
-1.7257,-0.75603,-2.7948,-0.02672,-2.0223,0.71105,2.0593,0.8394
-1.6175,-0.80262,-2.7304,-0.081437,-1.9812,0.72904,2.0241,0.85619
-1.5074,-0.84779,-2.6633,-0.13615,-1.9383,0.74634,1.9869,0.87213
-1.3955,-0.89145,-2.5936,-0.19077,-1.8935,0.7629,1.9477,0.88716
-1.2818,-0.9335,-2.5213,-0.24519,-1.8468,0.77866,1.9067,0.90124
-1.1664,-0.97386,-2.4464,-0.29932,-1.7983,0.79357,1.8637,0.91432
-1.0494,-1.0124,-2.369,-0.35306,-1.7479,0.80757,1.8188,0.92634
-0.93085,-1.0491,-2.2891,-0.40632,-1.6957,0.8206,1.7721,0.93726
-0.81091,-1.0838,-2.2067,-0.459,-1.6417,0.83261,1.7235,0.94704
-0.68963,-1.1165,-2.1221,-0.51101,-1.5859,0.84355,1.6731,0.95562
-0.5671,-1.1471,-2.0351,-0.56224,-1.5283,0.85335,1.6208,0.96296
-0.44341,-1.1755,-1.9458,-0.6126,-1.469,0.86198,1.5668,0.96901
-0.31864,-1.2016,-1.8544,-0.662,-1.4081,0.86938,1.511,0.97374
-0.1929,-1.2253,-1.7609,-0.71035,-1.3454,0.87549,1.4534,0.9771
-0.066269,-1.2467,-1.6652,-0.75754,-1.2811,0.88027,1.3942,0.97905
0.061157,-1.2656,-1.5676,-0.80349,-1.2152,0.88367,1.3332,0.97955
0.18929,-1.2819,-1.4681,-0.8481,-1.1477,0.88565,1.2706,0.97856
0.31802,-1.2957,-1.3667,-0.89129,-1.0786,0.88616,1.2064,0.97606
0.44727,-1.3068,-1.2635,-0.93297,-1.008,0.88515,1.1406,0.972
0.57695,-1.3152,-1.1585,-0.97306,-0.93598,0.88259,1.0733,0.96635
0.70695,-1.3209,-1.052,-1.0115,-0.86249,0.87844,1.0044,0.95908
0.83718,-1.3239,-0.94386,-1.0481,-0.78758,0.87265,0.93404,0.95016
0.96755,-1.324,-0.83424,-1.0829,-0.71132,0.8652,0.86225,0.93957
1.098,-1.3212,-0.72321,-1.1158,-0.63374,0.85604,0.78906,0.92728
1.2283,-1.3156,-0.61084,-1.1466,-0.55487,0.84515,0.71452,0.91326
